asset,event_id,event_title,source_sheet,panel,source_kind,creator,credit,sha256
aubm_v4_continental_state,9280000,Compatibility Review: V4 Campaign State,tools/art_sources/v4_events/sheet_01_foundation.png,1,generated alternate-history reconstruction,OpenAI image generation,Original AI-assisted reconstruction created for A Union Before Midnight; not an archival photograph,bcb7f72560927632f93e82f5d8cf13144cc2739dc5f23e75feeadd80673a386b
aubm_v4_india_world_war,9283619,Indian Command Secures Copenhagen,tools/art_sources/v4_events/sheet_17_wartime_strategy.png,1,generated alternate-history reconstruction,OpenAI image generation,Original AI-assisted reconstruction created for A Union Before Midnight; not an archival photograph,5a51f0378768da3aab125bf945a6b7167558a260070054ef6bb37a3ab6cd2aa3
aubm_v4_india_world_war,9283620,Indian Command Secures Saarbrucken,tools/art_sources/v4_events/sheet_17_wartime_strategy.png,1,generated alternate-history reconstruction,OpenAI image generation,Original AI-assisted reconstruction created for A Union Before Midnight; not an archival photograph,5a51f0378768da3aab125bf945a6b7167558a260070054ef6bb37a3ab6cd2aa3
aubm_v4_india_world_war,9283621,Indian Command Secures Cologne,tools/art_sources/v4_events/sheet_17_wartime_strategy.png,1,generated alternate-history reconstruction,OpenAI image generation,Original AI-assisted reconstruction created for A Union Before Midnight; not an archival photograph,5a51f0378768da3aab125bf945a6b7167558a260070054ef6bb37a3ab6cd2aa3
aubm_v4_india_world_war,9283622,Indian Command Secures Berlin,tools/art_sources/v4_events/sheet_17_wartime_strategy.png,1,generated alternate-history reconstruction,OpenAI image generation,Original AI-assisted reconstruction created for A Union Before Midnight; not an archival photograph,5a51f0378768da3aab125bf945a6b7167558a260070054ef6bb37a3ab6cd2aa3
aubm_v4_india_world_war,9283623,Indian Command Secures Bern,tools/art_sources/v4_events/sheet_17_wartime_strategy.png,1,generated alternate-history reconstruction,OpenAI image generation,Original AI-assisted reconstruction created for A Union Before Midnight; not an archival photograph,5a51f0378768da3aab125bf945a6b7167558a260070054ef6bb37a3ab6cd2aa3
aubm_v4_india_world_war,9283624,Indian Command Secures Belgrade,tools/art_sources/v4_events/sheet_17_wartime_strategy.png,1,generated alternate-history reconstruction,OpenAI image generation,Original AI-assisted reconstruction created for A Union Before Midnight; not an archival photograph,5a51f0378768da3aab125bf945a6b7167558a260070054ef6bb37a3ab6cd2aa3
aubm_v4_india_world_war,9283625,Indian Command Secures Tirana,tools/art_sources/v4_events/sheet_17_wartime_strategy.png,1,generated alternate-history reconstruction,OpenAI image generation,Original AI-assisted reconstruction created for A Union Before Midnight; not an archival photograph,5a51f0378768da3aab125bf945a6b7167558a260070054ef6bb37a3ab6cd2aa3
aubm_v4_india_world_war,9283626,Indian Command Secures Sofia,tools/art_sources/v4_events/sheet_17_wartime_strategy.png,1,generated alternate-history reconstruction,OpenAI image generation,Original AI-assisted reconstruction created for A Union Before Midnight; not an archival photograph,5a51f0378768da3aab125bf945a6b7167558a260070054ef6bb37a3ab6cd2aa3
aubm_v4_india_world_war,9283627,Indian Command Secures Bucharest,tools/art_sources/v4_events/sheet_17_wartime_strategy.png,1,generated alternate-history reconstruction,OpenAI image generation,Original AI-assisted reconstruction created for A Union Before Midnight; not an archival photograph,5a51f0378768da3aab125bf945a6b7167558a260070054ef6bb37a3ab6cd2aa3
aubm_v4_india_world_war,9283628,Indian Command Secures Prague,tools/art_sources/v4_events/sheet_17_wartime_strategy.png,1,generated alternate-history reconstruction,OpenAI image generation,Original AI-assisted reconstruction created for A Union Before Midnight; not an archival photograph,5a51f0378768da3aab125bf945a6b7167558a260070054ef6bb37a3ab6cd2aa3
aubm_v4_india_world_war,9283629,Indian Command Secures Warsaw,tools/art_sources/v4_events/sheet_17_wartime_strategy.png,1,generated alternate-history reconstruction,OpenAI image generation,Original AI-assisted reconstruction created for A Union Before Midnight; not an archival photograph,5a51f0378768da3aab125bf945a6b7167558a260070054ef6bb37a3ab6cd2aa3
aubm_v4_india_world_war,9283630,Indian Command Secures Athens,tools/art_sources/v4_events/sheet_17_wartime_strategy.png,1,generated alternate-history reconstruction,OpenAI image generation,Original AI-assisted reconstruction created for A Union Before Midnight; not an archival photograph,5a51f0378768da3aab125bf945a6b7167558a260070054ef6bb37a3ab6cd2aa3
aubm_v4_india_world_war,9283631,Indian Command Secures Madrid,tools/art_sources/v4_events/sheet_17_wartime_strategy.png,1,generated alternate-history reconstruction,OpenAI image generation,Original AI-assisted reconstruction created for A Union Before Midnight; not an archival photograph,5a51f0378768da3aab125bf945a6b7167558a260070054ef6bb37a3ab6cd2aa3
aubm_v4_india_world_war,9283632,Indian Command Secures Riga,tools/art_sources/v4_events/sheet_17_wartime_strategy.png,1,generated alternate-history reconstruction,OpenAI image generation,Original AI-assisted reconstruction created for A Union Before Midnight; not an archival photograph,5a51f0378768da3aab125bf945a6b7167558a260070054ef6bb37a3ab6cd2aa3
aubm_v4_india_world_war,9283633,Indian Command Secures Rowne,tools/art_sources/v4_events/sheet_17_wartime_strategy.png,1,generated alternate-history reconstruction,OpenAI image generation,Original AI-assisted reconstruction created for A Union Before Midnight; not an archival photograph,5a51f0378768da3aab125bf945a6b7167558a260070054ef6bb37a3ab6cd2aa3
aubm_v4_india_world_war,9283634,Indian Command Secures Moscow,tools/art_sources/v4_events/sheet_17_wartime_strategy.png,1,generated alternate-history reconstruction,OpenAI image generation,Original AI-assisted reconstruction created for A Union Before Midnight; not an archival photograph,5a51f0378768da3aab125bf945a6b7167558a260070054ef6bb37a3ab6cd2aa3
aubm_v4_india_world_war,9283635,Indian Command Secures Krakow,tools/art_sources/v4_events/sheet_17_wartime_strategy.png,1,generated alternate-history reconstruction,OpenAI image generation,Original AI-assisted reconstruction created for A Union Before Midnight; not an archival photograph,5a51f0378768da3aab125bf945a6b7167558a260070054ef6bb37a3ab6cd2aa3
aubm_v4_india_world_war,9283636,Indian Command Secures Oslo,tools/art_sources/v4_events/sheet_17_wartime_strategy.png,1,generated alternate-history reconstruction,OpenAI image generation,Original AI-assisted reconstruction created for A Union Before Midnight; not an archival photograph,5a51f0378768da3aab125bf945a6b7167558a260070054ef6bb37a3ab6cd2aa3
aubm_v4_india_world_war,9283637,Indian Command Secures Amsterdam,tools/art_sources/v4_events/sheet_17_wartime_strategy.png,1,generated alternate-history reconstruction,OpenAI image generation,Original AI-assisted reconstruction created for A Union Before Midnight; not an archival photograph,5a51f0378768da3aab125bf945a6b7167558a260070054ef6bb37a3ab6cd2aa3
aubm_v4_india_world_war,9283638,Indian Command Secures Brussels,tools/art_sources/v4_events/sheet_17_wartime_strategy.png,1,generated alternate-history reconstruction,OpenAI image generation,Original AI-assisted reconstruction created for A Union Before Midnight; not an archival photograph,5a51f0378768da3aab125bf945a6b7167558a260070054ef6bb37a3ab6cd2aa3
aubm_v4_india_world_war,9283639,Indian Command Secures Belfast,tools/art_sources/v4_events/sheet_17_wartime_strategy.png,1,generated alternate-history reconstruction,OpenAI image generation,Original AI-assisted reconstruction created for A Union Before Midnight; not an archival photograph,5a51f0378768da3aab125bf945a6b7167558a260070054ef6bb37a3ab6cd2aa3
aubm_v4_india_world_war,9283640,Indian Command Secures London,tools/art_sources/v4_events/sheet_17_wartime_strategy.png,1,generated alternate-history reconstruction,OpenAI image generation,Original AI-assisted reconstruction created for A Union Before Midnight; not an archival photograph,5a51f0378768da3aab125bf945a6b7167558a260070054ef6bb37a3ab6cd2aa3
aubm_v4_india_world_war,9283641,Indian Command Secures Cardiff,tools/art_sources/v4_events/sheet_17_wartime_strategy.png,1,generated alternate-history reconstruction,OpenAI image generation,Original AI-assisted reconstruction created for A Union Before Midnight; not an archival photograph,5a51f0378768da3aab125bf945a6b7167558a260070054ef6bb37a3ab6cd2aa3
aubm_v4_india_world_war,9283642,Indian Command Secures Malta,tools/art_sources/v4_events/sheet_17_wartime_strategy.png,1,generated alternate-history reconstruction,OpenAI image generation,Original AI-assisted reconstruction created for A Union Before Midnight; not an archival photograph,5a51f0378768da3aab125bf945a6b7167558a260070054ef6bb37a3ab6cd2aa3
aubm_v4_china_interior,9283643,Indian Command Secures Bandar Seri Begawan,tools/art_sources/v4_events/sheet_15_china_and_burma.png,4,generated alternate-history reconstruction,OpenAI image generation,Original AI-assisted reconstruction created for A Union Before Midnight; not an archival photograph,deb68ee9f738372c48688beba899547de37c3885d2ab8e588099c663d4629f00
aubm_v4_china_interior,9283644,Indian Command Secures Hanoi,tools/art_sources/v4_events/sheet_15_china_and_burma.png,4,generated alternate-history reconstruction,OpenAI image generation,Original AI-assisted reconstruction created for A Union Before Midnight; not an archival photograph,deb68ee9f738372c48688beba899547de37c3885d2ab8e588099c663d4629f00
aubm_v4_china_interior,9283645,Indian Command Secures Jogjakarta,tools/art_sources/v4_events/sheet_15_china_and_burma.png,4,generated alternate-history reconstruction,OpenAI image generation,Original AI-assisted reconstruction created for A Union Before Midnight; not an archival photograph,deb68ee9f738372c48688beba899547de37c3885d2ab8e588099c663d4629f00
aubm_v4_china_interior,9283646,Indian Command Secures Kirkuk,tools/art_sources/v4_events/sheet_15_china_and_burma.png,4,generated alternate-history reconstruction,OpenAI image generation,Original AI-assisted reconstruction created for A Union Before Midnight; not an archival photograph,deb68ee9f738372c48688beba899547de37c3885d2ab8e588099c663d4629f00
aubm_v4_china_interior,9283647,Indian Command Secures Jerusalem,tools/art_sources/v4_events/sheet_15_china_and_burma.png,4,generated alternate-history reconstruction,OpenAI image generation,Original AI-assisted reconstruction created for A Union Before Midnight; not an archival photograph,deb68ee9f738372c48688beba899547de37c3885d2ab8e588099c663d4629f00
aubm_v4_china_interior,9283648,Indian Command Secures Vladivostok,tools/art_sources/v4_events/sheet_15_china_and_burma.png,4,generated alternate-history reconstruction,OpenAI image generation,Original AI-assisted reconstruction created for A Union Before Midnight; not an archival photograph,deb68ee9f738372c48688beba899547de37c3885d2ab8e588099c663d4629f00
aubm_v4_china_interior,9283649,Indian Command Secures Kuching,tools/art_sources/v4_events/sheet_15_china_and_burma.png,4,generated alternate-history reconstruction,OpenAI image generation,Original AI-assisted reconstruction created for A Union Before Midnight; not an archival photograph,deb68ee9f738372c48688beba899547de37c3885d2ab8e588099c663d4629f00
aubm_v4_china_interior,9283650,Indian Command Secures Novosibirsk,tools/art_sources/v4_events/sheet_15_china_and_burma.png,4,generated alternate-history reconstruction,OpenAI image generation,Original AI-assisted reconstruction created for A Union Before Midnight; not an archival photograph,deb68ee9f738372c48688beba899547de37c3885d2ab8e588099c663d4629f00
aubm_v4_china_interior,9283651,Indian Command Secures Kurgan,tools/art_sources/v4_events/sheet_15_china_and_burma.png,4,generated alternate-history reconstruction,OpenAI image generation,Original AI-assisted reconstruction created for A Union Before Midnight; not an archival photograph,deb68ee9f738372c48688beba899547de37c3885d2ab8e588099c663d4629f00
aubm_v4_china_interior,9283652,Indian Command Secures Delhi,tools/art_sources/v4_events/sheet_15_china_and_burma.png,4,generated alternate-history reconstruction,OpenAI image generation,Original AI-assisted reconstruction created for A Union Before Midnight; not an archival photograph,deb68ee9f738372c48688beba899547de37c3885d2ab8e588099c663d4629f00
aubm_v4_china_interior,9283653,Indian Command Secures Ankara,tools/art_sources/v4_events/sheet_15_china_and_burma.png,4,generated alternate-history reconstruction,OpenAI image generation,Original AI-assisted reconstruction created for A Union Before Midnight; not an archival photograph,deb68ee9f738372c48688beba899547de37c3885d2ab8e588099c663d4629f00
aubm_v4_china_interior,9283654,Indian Command Secures Antakya,tools/art_sources/v4_events/sheet_15_china_and_burma.png,4,generated alternate-history reconstruction,OpenAI image generation,Original AI-assisted reconstruction created for A Union Before Midnight; not an archival photograph,deb68ee9f738372c48688beba899547de37c3885d2ab8e588099c663d4629f00
aubm_v4_china_interior,9283655,Indian Command Secures Tbilisi,tools/art_sources/v4_events/sheet_15_china_and_burma.png,4,generated alternate-history reconstruction,OpenAI image generation,Original AI-assisted reconstruction created for A Union Before Midnight; not an archival photograph,deb68ee9f738372c48688beba899547de37c3885d2ab8e588099c663d4629f00
aubm_v4_china_interior,9283656,Indian Command Secures Kachug,tools/art_sources/v4_events/sheet_15_china_and_burma.png,4,generated alternate-history reconstruction,OpenAI image generation,Original AI-assisted reconstruction created for A Union Before Midnight; not an archival photograph,deb68ee9f738372c48688beba899547de37c3885d2ab8e588099c663d4629f00
aubm_v4_china_interior,9283657,Indian Command Secures Medina,tools/art_sources/v4_events/sheet_15_china_and_burma.png,4,generated alternate-history reconstruction,OpenAI image generation,Original AI-assisted reconstruction created for A Union Before Midnight; not an archival photograph,deb68ee9f738372c48688beba899547de37c3885d2ab8e588099c663d4629f00
aubm_v4_china_interior,9283658,Indian Command Secures Doha,tools/art_sources/v4_events/sheet_15_china_and_burma.png,4,generated alternate-history reconstruction,OpenAI image generation,Original AI-assisted reconstruction created for A Union Before Midnight; not an archival photograph,deb68ee9f738372c48688beba899547de37c3885d2ab8e588099c663d4629f00
aubm_v4_china_interior,9283659,Indian Command Secures Abu Dhabi,tools/art_sources/v4_events/sheet_15_china_and_burma.png,4,generated alternate-history reconstruction,OpenAI image generation,Original AI-assisted reconstruction created for A Union Before Midnight; not an archival photograph,deb68ee9f738372c48688beba899547de37c3885d2ab8e588099c663d4629f00
aubm_v4_china_interior,9283660,Indian Command Secures Hoa Binh,tools/art_sources/v4_events/sheet_15_china_and_burma.png,4,generated alternate-history reconstruction,OpenAI image generation,Original AI-assisted reconstruction created for A Union Before Midnight; not an archival photograph,deb68ee9f738372c48688beba899547de37c3885d2ab8e588099c663d4629f00
aubm_v4_china_interior,9283661,Indian Command Secures Singapore,tools/art_sources/v4_events/sheet_15_china_and_burma.png,4,generated alternate-history reconstruction,OpenAI image generation,Original AI-assisted reconstruction created for A Union Before Midnight; not an archival photograph,deb68ee9f738372c48688beba899547de37c3885d2ab8e588099c663d4629f00
aubm_v4_china_interior,9283662,Indian Command Secures Srinagar,tools/art_sources/v4_events/sheet_15_china_and_burma.png,4,generated alternate-history reconstruction,OpenAI image generation,Original AI-assisted reconstruction created for A Union Before Midnight; not an archival photograph,deb68ee9f738372c48688beba899547de37c3885d2ab8e588099c663d4629f00
aubm_v4_china_interior,9283663,Indian Command Secures Colombo,tools/art_sources/v4_events/sheet_15_china_and_burma.png,4,generated alternate-history reconstruction,OpenAI image generation,Original AI-assisted reconstruction created for A Union Before Midnight; not an archival photograph,deb68ee9f738372c48688beba899547de37c3885d2ab8e588099c663d4629f00
aubm_v4_china_interior,9283664,Indian Command Secures Kuwait,tools/art_sources/v4_events/sheet_15_china_and_burma.png,4,generated alternate-history reconstruction,OpenAI image generation,Original AI-assisted reconstruction created for A Union Before Midnight; not an archival photograph,deb68ee9f738372c48688beba899547de37c3885d2ab8e588099c663d4629f00
aubm_v4_indian_ocean_war,9283665,Indian Command Secures Sacramento,tools/art_sources/v4_events/sheet_16_widening_war.png,1,generated alternate-history reconstruction,OpenAI image generation,Original AI-assisted reconstruction created for A Union Before Midnight; not an archival photograph,e1e9ab13cb5292b686709d4fbbba4a7616b29efeb8b9ab14822709c78800ce7a
aubm_v4_indian_ocean_war,9283666,Indian Command Secures Richmond,tools/art_sources/v4_events/sheet_16_widening_war.png,1,generated alternate-history reconstruction,OpenAI image generation,Original AI-assisted reconstruction created for A Union Before Midnight; not an archival photograph,e1e9ab13cb5292b686709d4fbbba4a7616b29efeb8b9ab14822709c78800ce7a
aubm_v4_indian_ocean_war,9283667,Indian Command Secures Quebec,tools/art_sources/v4_events/sheet_16_widening_war.png,1,generated alternate-history reconstruction,OpenAI image generation,Original AI-assisted reconstruction created for A Union Before Midnight; not an archival photograph,e1e9ab13cb5292b686709d4fbbba4a7616b29efeb8b9ab14822709c78800ce7a
aubm_v4_indian_ocean_war,9283668,Indian Command Secures Austin,tools/art_sources/v4_events/sheet_16_widening_war.png,1,generated alternate-history reconstruction,OpenAI image generation,Original AI-assisted reconstruction created for A Union Before Midnight; not an archival photograph,e1e9ab13cb5292b686709d4fbbba4a7616b29efeb8b9ab14822709c78800ce7a
aubm_v4_indian_ocean_war,9283669,Indian Command Secures Santa Fe de Bogota,tools/art_sources/v4_events/sheet_16_widening_war.png,1,generated alternate-history reconstruction,OpenAI image generation,Original AI-assisted reconstruction created for A Union Before Midnight; not an archival photograph,e1e9ab13cb5292b686709d4fbbba4a7616b29efeb8b9ab14822709c78800ce7a
aubm_v4_indian_ocean_war,9283670,Indian Command Secures San Salvador,tools/art_sources/v4_events/sheet_16_widening_war.png,1,generated alternate-history reconstruction,OpenAI image generation,Original AI-assisted reconstruction created for A Union Before Midnight; not an archival photograph,e1e9ab13cb5292b686709d4fbbba4a7616b29efeb8b9ab14822709c78800ce7a
aubm_v4_indian_ocean_war,9283671,Indian Command Secures Trinidad,tools/art_sources/v4_events/sheet_16_widening_war.png,1,generated alternate-history reconstruction,OpenAI image generation,Original AI-assisted reconstruction created for A Union Before Midnight; not an archival photograph,e1e9ab13cb5292b686709d4fbbba4a7616b29efeb8b9ab14822709c78800ce7a
aubm_v4_indian_ocean_war,9283672,Indian Command Secures Jamaica,tools/art_sources/v4_events/sheet_16_widening_war.png,1,generated alternate-history reconstruction,OpenAI image generation,Original AI-assisted reconstruction created for A Union Before Midnight; not an archival photograph,e1e9ab13cb5292b686709d4fbbba4a7616b29efeb8b9ab14822709c78800ce7a
aubm_v4_indian_ocean_war,9283673,Indian Command Secures Trinidad,tools/art_sources/v4_events/sheet_16_widening_war.png,1,generated alternate-history reconstruction,OpenAI image generation,Original AI-assisted reconstruction created for A Union Before Midnight; not an archival photograph,e1e9ab13cb5292b686709d4fbbba4a7616b29efeb8b9ab14822709c78800ce7a
aubm_v4_liberated_territory,9283674,Indian Command Secures Algiers,tools/art_sources/v4_events/sheet_11_fleet_and_war_aims.png,4,generated alternate-history reconstruction,OpenAI image generation,Original AI-assisted reconstruction created for A Union Before Midnight; not an archival photograph,194d89904a5386e96226fe9fcaaf737148f9d9424126be843ffc5a7af2793bf3
aubm_v4_liberated_territory,9283675,Indian Command Secures Luanda,tools/art_sources/v4_events/sheet_11_fleet_and_war_aims.png,4,generated alternate-history reconstruction,OpenAI image generation,Original AI-assisted reconstruction created for A Union Before Midnight; not an archival photograph,194d89904a5386e96226fe9fcaaf737148f9d9424126be843ffc5a7af2793bf3
aubm_v4_liberated_territory,9283676,Indian Command Secures Cairo,tools/art_sources/v4_events/sheet_11_fleet_and_war_aims.png,4,generated alternate-history reconstruction,OpenAI image generation,Original AI-assisted reconstruction created for A Union Before Midnight; not an archival photograph,194d89904a5386e96226fe9fcaaf737148f9d9424126be843ffc5a7af2793bf3
aubm_v4_liberated_territory,9283677,Indian Command Secures Cotonou,tools/art_sources/v4_events/sheet_11_fleet_and_war_aims.png,4,generated alternate-history reconstruction,OpenAI image generation,Original AI-assisted reconstruction created for A Union Before Midnight; not an archival photograph,194d89904a5386e96226fe9fcaaf737148f9d9424126be843ffc5a7af2793bf3
aubm_v4_liberated_territory,9283678,Indian Command Secures Yaounde,tools/art_sources/v4_events/sheet_11_fleet_and_war_aims.png,4,generated alternate-history reconstruction,OpenAI image generation,Original AI-assisted reconstruction created for A Union Before Midnight; not an archival photograph,194d89904a5386e96226fe9fcaaf737148f9d9424126be843ffc5a7af2793bf3
aubm_v4_liberated_territory,9283679,Indian Command Secures Leopoldville,tools/art_sources/v4_events/sheet_11_fleet_and_war_aims.png,4,generated alternate-history reconstruction,OpenAI image generation,Original AI-assisted reconstruction created for A Union Before Midnight; not an archival photograph,194d89904a5386e96226fe9fcaaf737148f9d9424126be843ffc5a7af2793bf3
aubm_v4_liberated_territory,9283680,Indian Command Secures Dar es Salaam,tools/art_sources/v4_events/sheet_11_fleet_and_war_aims.png,4,generated alternate-history reconstruction,OpenAI image generation,Original AI-assisted reconstruction created for A Union Before Midnight; not an archival photograph,194d89904a5386e96226fe9fcaaf737148f9d9424126be843ffc5a7af2793bf3
aubm_v4_liberated_territory,9283681,Indian Command Secures Bangui,tools/art_sources/v4_events/sheet_11_fleet_and_war_aims.png,4,generated alternate-history reconstruction,OpenAI image generation,Original AI-assisted reconstruction created for A Union Before Midnight; not an archival photograph,194d89904a5386e96226fe9fcaaf737148f9d9424126be843ffc5a7af2793bf3
aubm_v4_liberated_territory,9283682,Indian Command Secures Libreville,tools/art_sources/v4_events/sheet_11_fleet_and_war_aims.png,4,generated alternate-history reconstruction,OpenAI image generation,Original AI-assisted reconstruction created for A Union Before Midnight; not an archival photograph,194d89904a5386e96226fe9fcaaf737148f9d9424126be843ffc5a7af2793bf3
aubm_v4_liberated_territory,9283683,Indian Command Secures Accra,tools/art_sources/v4_events/sheet_11_fleet_and_war_aims.png,4,generated alternate-history reconstruction,OpenAI image generation,Original AI-assisted reconstruction created for A Union Before Midnight; not an archival photograph,194d89904a5386e96226fe9fcaaf737148f9d9424126be843ffc5a7af2793bf3
aubm_v4_liberated_territory,9283684,Indian Command Secures Conakry,tools/art_sources/v4_events/sheet_11_fleet_and_war_aims.png,4,generated alternate-history reconstruction,OpenAI image generation,Original AI-assisted reconstruction created for A Union Before Midnight; not an archival photograph,194d89904a5386e96226fe9fcaaf737148f9d9424126be843ffc5a7af2793bf3
aubm_v4_liberated_territory,9283685,Indian Command Secures Tananarive,tools/art_sources/v4_events/sheet_11_fleet_and_war_aims.png,4,generated alternate-history reconstruction,OpenAI image generation,Original AI-assisted reconstruction created for A Union Before Midnight; not an archival photograph,194d89904a5386e96226fe9fcaaf737148f9d9424126be843ffc5a7af2793bf3
aubm_v4_liberated_territory,9283686,Indian Command Secures Bamako,tools/art_sources/v4_events/sheet_11_fleet_and_war_aims.png,4,generated alternate-history reconstruction,OpenAI image generation,Original AI-assisted reconstruction created for A Union Before Midnight; not an archival photograph,194d89904a5386e96226fe9fcaaf737148f9d9424126be843ffc5a7af2793bf3
aubm_v4_liberated_territory,9283687,Indian Command Secures Rabat,tools/art_sources/v4_events/sheet_11_fleet_and_war_aims.png,4,generated alternate-history reconstruction,OpenAI image generation,Original AI-assisted reconstruction created for A Union Before Midnight; not an archival photograph,194d89904a5386e96226fe9fcaaf737148f9d9424126be843ffc5a7af2793bf3
aubm_v4_liberated_territory,9283688,Indian Command Secures Lourenco Marques,tools/art_sources/v4_events/sheet_11_fleet_and_war_aims.png,4,generated alternate-history reconstruction,OpenAI image generation,Original AI-assisted reconstruction created for A Union Before Midnight; not an archival photograph,194d89904a5386e96226fe9fcaaf737148f9d9424126be843ffc5a7af2793bf3
aubm_v4_liberated_territory,9283689,Indian Command Secures Windhoek,tools/art_sources/v4_events/sheet_11_fleet_and_war_aims.png,4,generated alternate-history reconstruction,OpenAI image generation,Original AI-assisted reconstruction created for A Union Before Midnight; not an archival photograph,194d89904a5386e96226fe9fcaaf737148f9d9424126be843ffc5a7af2793bf3
aubm_v4_liberated_territory,9283690,Indian Command Secures Lagos,tools/art_sources/v4_events/sheet_11_fleet_and_war_aims.png,4,generated alternate-history reconstruction,OpenAI image generation,Original AI-assisted reconstruction created for A Union Before Midnight; not an archival photograph,194d89904a5386e96226fe9fcaaf737148f9d9424126be843ffc5a7af2793bf3
aubm_v4_liberated_territory,9283691,Indian Command Secures Salisbury,tools/art_sources/v4_events/sheet_11_fleet_and_war_aims.png,4,generated alternate-history reconstruction,OpenAI image generation,Original AI-assisted reconstruction created for A Union Before Midnight; not an archival photograph,194d89904a5386e96226fe9fcaaf737148f9d9424126be843ffc5a7af2793bf3
aubm_v4_liberated_territory,9283692,Indian Command Secures Freetown,tools/art_sources/v4_events/sheet_11_fleet_and_war_aims.png,4,generated alternate-history reconstruction,OpenAI image generation,Original AI-assisted reconstruction created for A Union Before Midnight; not an archival photograph,194d89904a5386e96226fe9fcaaf737148f9d9424126be843ffc5a7af2793bf3
aubm_v4_liberated_territory,9283693,Indian Command Secures Mogadishu,tools/art_sources/v4_events/sheet_11_fleet_and_war_aims.png,4,generated alternate-history reconstruction,OpenAI image generation,Original AI-assisted reconstruction created for A Union Before Midnight; not an archival photograph,194d89904a5386e96226fe9fcaaf737148f9d9424126be843ffc5a7af2793bf3
aubm_v4_liberated_territory,9283694,Indian Command Secures Khartoum,tools/art_sources/v4_events/sheet_11_fleet_and_war_aims.png,4,generated alternate-history reconstruction,OpenAI image generation,Original AI-assisted reconstruction created for A Union Before Midnight; not an archival photograph,194d89904a5386e96226fe9fcaaf737148f9d9424126be843ffc5a7af2793bf3
aubm_v4_liberated_territory,9283695,Indian Command Secures Tunis,tools/art_sources/v4_events/sheet_11_fleet_and_war_aims.png,4,generated alternate-history reconstruction,OpenAI image generation,Original AI-assisted reconstruction created for A Union Before Midnight; not an archival photograph,194d89904a5386e96226fe9fcaaf737148f9d9424126be843ffc5a7af2793bf3
aubm_v4_liberated_territory,9283696,Indian Command Secures Addis Ababa,tools/art_sources/v4_events/sheet_11_fleet_and_war_aims.png,4,generated alternate-history reconstruction,OpenAI image generation,Original AI-assisted reconstruction created for A Union Before Midnight; not an archival photograph,194d89904a5386e96226fe9fcaaf737148f9d9424126be843ffc5a7af2793bf3
aubm_v4_liberated_territory,9283697,Indian Command Secures Kampala,tools/art_sources/v4_events/sheet_11_fleet_and_war_aims.png,4,generated alternate-history reconstruction,OpenAI image generation,Original AI-assisted reconstruction created for A Union Before Midnight; not an archival photograph,194d89904a5386e96226fe9fcaaf737148f9d9424126be843ffc5a7af2793bf3
aubm_v4_liberated_territory,9283698,Indian Command Secures Ouagadougou,tools/art_sources/v4_events/sheet_11_fleet_and_war_aims.png,4,generated alternate-history reconstruction,OpenAI image generation,Original AI-assisted reconstruction created for A Union Before Midnight; not an archival photograph,194d89904a5386e96226fe9fcaaf737148f9d9424126be843ffc5a7af2793bf3
aubm_v4_liberated_territory,9283699,Indian Command Secures Bangui,tools/art_sources/v4_events/sheet_11_fleet_and_war_aims.png,4,generated alternate-history reconstruction,OpenAI image generation,Original AI-assisted reconstruction created for A Union Before Midnight; not an archival photograph,194d89904a5386e96226fe9fcaaf737148f9d9424126be843ffc5a7af2793bf3
aubm_v4_liberated_territory,9283700,Indian Command Secures Fort Lamy,tools/art_sources/v4_events/sheet_11_fleet_and_war_aims.png,4,generated alternate-history reconstruction,OpenAI image generation,Original AI-assisted reconstruction created for A Union Before Midnight; not an archival photograph,194d89904a5386e96226fe9fcaaf737148f9d9424126be843ffc5a7af2793bf3
aubm_v4_liberated_territory,9283701,Indian Command Secures Brazzaville,tools/art_sources/v4_events/sheet_11_fleet_and_war_aims.png,4,generated alternate-history reconstruction,OpenAI image generation,Original AI-assisted reconstruction created for A Union Before Midnight; not an archival photograph,194d89904a5386e96226fe9fcaaf737148f9d9424126be843ffc5a7af2793bf3
aubm_v4_liberated_territory,9283702,Indian Command Secures Banjul,tools/art_sources/v4_events/sheet_11_fleet_and_war_aims.png,4,generated alternate-history reconstruction,OpenAI image generation,Original AI-assisted reconstruction created for A Union Before Midnight; not an archival photograph,194d89904a5386e96226fe9fcaaf737148f9d9424126be843ffc5a7af2793bf3
aubm_v4_liberated_territory,9283703,Indian Command Secures Abidjan,tools/art_sources/v4_events/sheet_11_fleet_and_war_aims.png,4,generated alternate-history reconstruction,OpenAI image generation,Original AI-assisted reconstruction created for A Union Before Midnight; not an archival photograph,194d89904a5386e96226fe9fcaaf737148f9d9424126be843ffc5a7af2793bf3
aubm_v4_liberated_territory,9283704,Indian Command Secures Nairobi,tools/art_sources/v4_events/sheet_11_fleet_and_war_aims.png,4,generated alternate-history reconstruction,OpenAI image generation,Original AI-assisted reconstruction created for A Union Before Midnight; not an archival photograph,194d89904a5386e96226fe9fcaaf737148f9d9424126be843ffc5a7af2793bf3
